index,biome,split
1111,Jagged Peaks,train
1112,Jagged Peaks,train
1113,Jagged Peaks,train
1114,Jagged Peaks,train
1115,Jagged Peaks,train
1116,Jagged Peaks,train
1117,Jagged Peaks,train
1118,Jagged Peaks,train
1119,Jagged Peaks,train
1120,Jagged Peaks,train
1121,Stony Peaks,train
1122,Stony Peaks,train
1123,Stony Peaks,val
1124,Stony Peaks,train
1125,Stony Peaks,val
1126,Stony Peaks,train
1127,Stony Peaks,train
1128,Stony Peaks,train
1129,Stony Peaks,train
1130,Stony Peaks,train
1131,Stony Peaks,train
1132,Stony Peaks,train
1133,Stony Peaks,train
1134,Stony Peaks,train
1135,Stony Peaks,train
1136,Stony Peaks,train
1137,Stony Peaks,train
1138,Stony Peaks,train
1139,Stony Peaks,train
1140,Stony Peaks,train
1141,Stony Peaks,test
1142,Stony Peaks,test
1143,Stony Peaks,train
1144,Stony Peaks,train
1145,Stony Peaks,test
1146,Stony Peaks,train
1147,Stony Peaks,train
1148,Stony Peaks,train
1149,Stony Peaks,train
1150,Stony Peaks,train
1151,Stony Peaks,train
1152,Stony Peaks,val
1153,Stony Peaks,train
1154,Stony Peaks,train
1155,Stony Peaks,test
1156,Stony Peaks,train
1157,Stony Peaks,train
1158,Stony Peaks,train
1159,Stony Peaks,val
1160,Stony Peaks,train
1161,Swamp,train
1162,Swamp,train
1163,Swamp,train
1164,Swamp,train
1165,Swamp,train
1166,Swamp,test
1167,Swamp,train
1168,Swamp,train
1169,Swamp,train
1170,Swamp,val
1171,Swamp,train
1172,Swamp,train
1173,Swamp,train
1174,Swamp,train
1175,Swamp,val
1176,Swamp,test
1177,Swamp,val
1178,Swamp,train
1179,Swamp,train
1180,Swamp,train
1181,Swamp,train
1182,Swamp,train
1183,Swamp,train
1184,Swamp,train
1185,Swamp,test
1186,Swamp,train
1187,Swamp,train
1188,Swamp,train
1189,Swamp,train
1190,Swamp,val
1191,Swamp,train
1192,Swamp,test
1193,Swamp,train
1194,Swamp,train
1195,Swamp,train
1196,Swamp,train
1197,Swamp,train
1198,Swamp,train
1199,Swamp,train
1200,Swamp,train
1201,Mangrove Swamp,test
1202,Mangrove Swamp,test
1203,Mangrove Swamp,train
1204,Mangrove Swamp,val
1205,Mangrove Swamp,train
1206,Mangrove Swamp,train
1207,Mangrove Swamp,train
1208,Mangrove Swamp,train
1209,Mangrove Swamp,train
1210,Mangrove Swamp,train
1211,Mangrove Swamp,train
1212,Mangrove Swamp,train
1213,Mangrove Swamp,train
1214,Mangrove Swamp,train
1215,Mangrove Swamp,val
1216,Mangrove Swamp,train
1217,Mangrove Swamp,train
1218,Mangrove Swamp,test
1219,Mangrove Swamp,val
1220,Mangrove Swamp,train
1221,Mangrove Swamp,train
1222,Mangrove Swamp,train
1223,Mangrove Swamp,train
1224,Mangrove Swamp,train
1225,Mangrove Swamp,train
1226,Mangrove Swamp,test
1227,Mangrove Swamp,train
1228,Mangrove Swamp,train
1229,Mangrove Swamp,train
1230,Mangrove Swamp,train
1231,Mangrove Swamp,train
1232,Mangrove Swamp,val
1233,Mangrove Swamp,train
1234,Mangrove Swamp,train
1235,Mangrove Swamp,train
1236,Mangrove Swamp,train
1237,Mangrove Swamp,train
1238,Mangrove Swamp,train
1239,Mangrove Swamp,train
1240,Mangrove Swamp,train
1241,Desert,train
1242,Desert,train
1243,Desert,train
1244,Desert,train
1245,Desert,val
1246,Desert,train
1247,Desert,train
1248,Desert,val
1249,Desert,train
1250,Desert,train
1251,Desert,test
1252,Desert,train
1253,Desert,train
1254,Desert,train
1255,Desert,train
1256,Desert,train
1257,Desert,test
1258,Desert,train
1259,Desert,test
1260,Desert,train
1261,Desert,train
1262,Desert,val
1263,Desert,train
1264,Desert,train
1265,Desert,train
1266,Desert,train
1267,Desert,train
1268,Desert,train
1269,Desert,train
1270,Desert,val
1271,Desert,test
1272,Desert,train
1273,Desert,train
1274,Desert,train
1275,Desert,train
1276,Desert,train
1277,Desert,train
1278,Desert,train
1279,Desert,train
1280,Desert,train
1281,Beach,train
1282,Beach,train
1283,Beach,train
1284,Beach,train
1285,Beach,test
1286,Beach,train
1287,Beach,train
1288,Beach,val
1289,Beach,val
1290,Beach,train
1291,Beach,train
1292,Beach,train
1293,Beach,train
1294,Beach,train
1295,Beach,test
1296,Beach,train
1297,Beach,train
1298,Beach,train
1299,Beach,train
1300,Beach,val
1301,Beach,train
1302,Beach,train
1303,Beach,train
1304,Beach,train
1305,Beach,train
1306,Beach,train
1307,Beach,val
1308,Beach,train
1309,Beach,train
1310,Beach,test
1311,Beach,train
1312,Beach,train
1313,Beach,train
1314,Beach,train
1315,Beach,train
1316,Beach,train
1317,Beach,train
1318,Beach,train
1319,Beach,train
1320,Beach,test
1321,Snowy Beach,train
1322,Snowy Beach,train
1323,Snowy Beach,train
1324,Snowy Beach,test
1325,Snowy Beach,train
1326,Snowy Beach,train
1327,Snowy Beach,train
1328,Snowy Beach,val
1329,Snowy Beach,train
1330,Snowy Beach,train
1331,Snowy Beach,train
1332,Snowy Beach,train
1333,Snowy Beach,val
1334,Snowy Beach,train
1335,Snowy Beach,train
1336,Snowy Beach,train
1337,Snowy Beach,train
1338,Snowy Beach,val
1339,Snowy Beach,train
1340,Snowy Beach,train
1341,Snowy Beach,train
1342,Snowy Beach,train
1343,Snowy Beach,test
1344,Snowy Beach,test
1345,Snowy Beach,train
1346,Snowy Beach,val
1347,Snowy Beach,train
1348,Snowy Beach,train
1349,Snowy Beach,train
1350,Snowy Beach,train
1351,Snowy Beach,train
1352,Snowy Beach,train
1353,Snowy Beach,train
1354,Snowy Beach,train
1355,Snowy Beach,test
1356,Snowy Beach,train
1357,Snowy Beach,train
1358,Snowy Beach,train
1359,Snowy Beach,train
1360,Snowy Beach,train
1361,Badlands,test
1362,Badlands,test
1363,Badlands,train
1364,Badlands,train
1365,Badlands,train
1366,Badlands,train
1367,Badlands,train
1368,Badlands,train
1369,Badlands,test
1370,Badlands,train
1371,Badlands,train
1372,Badlands,val
1373,Badlands,train
1374,Badlands,train
1375,Badlands,train
1376,Badlands,val
1377,Badlands,train
1378,Badlands,train
1379,Badlands,train
1380,Badlands,train
1381,Badlands,val
1382,Badlands,train
1383,Badlands,test
1384,Badlands,train
1385,Badlands,train
1386,Badlands,train
1387,Badlands,train
1388,Badlands,train
1389,Badlands,train
1390,Badlands,train
1391,Badlands,train
1392,Badlands,train
1393,Badlands,train
1394,Badlands,train
1395,Badlands,train
1396,Badlands,train
1397,Badlands,train
1398,Badlands,train
1399,Badlands,train
1400,Badlands,val
1401,Wooded Badlands,train
1402,Wooded Badlands,train
1403,Wooded Badlands,train
1404,Wooded Badlands,train
1405,Wooded Badlands,test
1406,Wooded Badlands,test
1407,Wooded Badlands,train
1408,Wooded Badlands,train
1409,Wooded Badlands,val
1410,Wooded Badlands,val
1411,Wooded Badlands,train
1412,Wooded Badlands,train
1413,Wooded Badlands,train
1414,Wooded Badlands,train
1415,Wooded Badlands,train
1416,Wooded Badlands,train
1417,Wooded Badlands,train
1418,Wooded Badlands,train
1419,Wooded Badlands,train
1420,Wooded Badlands,train
1421,Wooded Badlands,val
1422,Wooded Badlands,train
1423,Wooded Badlands,train
1424,Wooded Badlands,train
1425,Wooded Badlands,train
1426,Wooded Badlands,train
1427,Wooded Badlands,train
1428,Wooded Badlands,train
1429,Wooded Badlands,test
1430,Wooded Badlands,train
1431,Wooded Badlands,train
1432,Wooded Badlands,test
1433,Wooded Badlands,train
1434,Wooded Badlands,train
1435,Wooded Badlands,train
1436,Wooded Badlands,train
1437,Wooded Badlands,train
1438,Wooded Badlands,val
1439,Wooded Badlands,train
1440,Wooded Badlands,train
1441,Eroded Badlands,train
1442,Eroded Badlands,train
1443,Eroded Badlands,train
1444,Eroded Badlands,train
1445,Eroded Badlands,test
1446,Eroded Badlands,val
1447,Eroded Badlands,train
1448,Eroded Badlands,train
1449,Eroded Badlands,train
1450,Eroded Badlands,test
1451,Eroded Badlands,train
1452,Eroded Badlands,train
1453,Eroded Badlands,train
1454,Eroded Badlands,train
1455,Eroded Badlands,train
1456,Eroded Badlands,train
1457,Eroded Badlands,train
1458,Eroded Badlands,train
1459,Eroded Badlands,train
1460,Eroded Badlands,train
1461,Eroded Badlands,train
1462,Eroded Badlands,train
1463,Eroded Badlands,train
1464,Eroded Badlands,test
1465,Eroded Badlands,train
1466,Eroded Badlands,train
1467,Eroded Badlands,train
1468,Eroded Badlands,val
1469,Eroded Badlands,train
1470,Eroded Badlands,train
1471,Eroded Badlands,test
1472,Eroded Badlands,train
1473,Eroded Badlands,train
1474,Eroded Badlands,train
1475,Eroded Badlands,val
1476,Eroded Badlands,val
1477,Eroded Badlands,train
1478,Eroded Badlands,train
1479,Eroded Badlands,train
1480,Eroded Badlands,train
1481,Ocean,train
1482,Ocean,val
1483,Ocean,train
1484,Ocean,train
1485,Ocean,train
1486,Ocean,train
1487,Ocean,train
1488,Ocean,test
1489,Ocean,train
1490,Ocean,train
1491,Ocean,train
1492,Ocean,train
1493,Ocean,train
1494,Ocean,train
1495,Ocean,val
1496,Ocean,train
1497,Ocean,train
1498,Ocean,test
1499,Ocean,train
1500,Ocean,train
1501,Ocean,train
1502,Ocean,train
1503,Ocean,train
1504,Ocean,test
1505,Ocean,train
1506,Ocean,train
1507,Ocean,train
1508,Ocean,val
1509,Ocean,train
1510,Ocean,train
1511,Ocean,train
1512,Ocean,train
1513,Ocean,train
1514,Ocean,train
1515,Ocean,train
1516,Ocean,test
1517,Ocean,val
1518,Ocean,train
1519,Ocean,train
1520,Ocean,train
1521,River,train
1522,River,train
1523,River,train
1524,River,test
1525,River,train
1526,River,test
1527,River,train
1528,River,train
1529,River,train
1530,River,train
1531,River,test
1532,River,train
1533,River,train
1534,River,train
1535,River,train
1536,River,train
1537,River,train
1538,River,test
1539,River,train
1540,River,train
1541,River,train
1542,River,train
1543,River,train
1544,River,train
1545,River,train
1546,River,train
1547,River,train
1548,River,val
1549,River,val
1550,River,train
1551,River,train
1552,River,val
1553,River,train
1554,River,train
1555,River,train
1556,River,val
1557,River,train
1558,River,train
1559,River,train
1560,River,train
1561,Frozen Ocean,train
1562,Frozen Ocean,train
1563,Frozen Ocean,train
1564,Frozen Ocean,train
1565,Frozen Ocean,train
1566,Frozen Ocean,train
1567,Frozen Ocean,train
1568,Frozen Ocean,train
1569,Frozen Ocean,test
1570,Frozen Ocean,train
1571,Frozen Ocean,train
1572,Frozen Ocean,test
1573,Frozen Ocean,train
1574,Frozen Ocean,train
1575,Frozen Ocean,val
1576,Frozen Ocean,train
1577,Frozen Ocean,train
1578,Frozen Ocean,train
1579,Frozen Ocean,train
1580,Frozen Ocean,train
1581,Frozen Ocean,train
1582,Frozen Ocean,train
1583,Frozen Ocean,train
1584,Frozen Ocean,train
1585,Frozen Ocean,val
1586,Frozen Ocean,train
1587,Frozen Ocean,train
1588,Frozen Ocean,test
1589,Frozen Ocean,train
1590,Frozen Ocean,train
1591,Frozen Ocean,train
1592,Frozen Ocean,test
1593,Frozen Ocean,val
1594,Frozen Ocean,train
1595,Frozen Ocean,val
1596,Frozen Ocean,train
1597,Frozen Ocean,train
1598,Frozen Ocean,train
1599,Frozen Ocean,train
1600,Frozen Ocean,train
1601,Frozen River,train
1602,Frozen River,train
1603,Frozen River,train
1604,Frozen River,train
1605,Frozen River,train
1606,Frozen River,test
1607,Frozen River,train
1608,Frozen River,train
1609,Frozen River,train
1610,Frozen River,train
1611,Frozen River,val
1612,Frozen River,train
1613,Frozen River,train
1614,Frozen River,train
1615,Frozen River,val
1616,Frozen River,train
1617,Frozen River,train
1618,Frozen River,train
1619,Frozen River,train
1620,Frozen River,test
1621,Frozen River,train
1622,Frozen River,val
1623,Frozen River,train
1624,Frozen River,train
1625,Frozen River,train
1626,Frozen River,test
1627,Frozen River,train
1628,Frozen River,train
1629,Frozen River,train
1630,Frozen River,train
1631,Frozen River,train
1632,Frozen River,train
1633,Frozen River,train
1634,Frozen River,test
1635,Frozen River,train
1636,Frozen River,val
1637,Frozen River,train
1638,Frozen River,train
1639,Frozen River,train
1640,Frozen River,train
1641,Deep Ocean,train
1642,Deep Ocean,train
1643,Deep Ocean,train
1644,Deep Ocean,train
1645,Deep Ocean,test
1646,Deep Ocean,train
1647,Deep Ocean,train
1648,Deep Ocean,train
1649,Deep Ocean,train
1650,Deep Ocean,test
1651,Deep Ocean,train
1652,Deep Ocean,train
1653,Deep Ocean,train
1654,Deep Ocean,train
1655,Deep Ocean,train
1656,Deep Ocean,train
1657,Deep Ocean,train
1658,Deep Ocean,val
1659,Deep Ocean,train
1660,Deep Ocean,val
1661,Deep Ocean,test
1662,Deep Ocean,train
1663,Deep Ocean,train
1664,Deep Ocean,train
1665,Deep Ocean,train
1666,Deep Ocean,train
1667,Deep Ocean,train
1668,Deep Ocean,train
1669,Deep Ocean,test
1670,Deep Ocean,train
1671,Deep Ocean,val
1672,Deep Ocean,train
1673,Deep Ocean,train
1674,Deep Ocean,train
1675,Deep Ocean,train
1676,Deep Ocean,train
1677,Deep Ocean,train
1678,Deep Ocean,val
1679,Deep Ocean,train
1680,Deep Ocean,train
1681,Warm Ocean,train
1682,Warm Ocean,train
1683,Warm Ocean,test
1684,Warm Ocean,train
1685,Warm Ocean,train
1686,Warm Ocean,train
1687,Warm Ocean,train
1688,Warm Ocean,train
1689,Warm Ocean,train
1690,Warm Ocean,train
1691,Warm Ocean,val
1692,Warm Ocean,test
1693,Warm Ocean,train
1694,Warm Ocean,train
1695,Warm Ocean,train
1696,Warm Ocean,test
1697,Warm Ocean,train
1698,Warm Ocean,train
1699,Warm Ocean,train
1700,Warm Ocean,train
1701,Warm Ocean,train
1702,Warm Ocean,train
1703,Warm Ocean,train
1704,Warm Ocean,train
1705,Warm Ocean,train
1706,Warm Ocean,train
1707,Warm Ocean,train
1708,Warm Ocean,train
1709,Warm Ocean,val
1710,Warm Ocean,train
1711,Warm Ocean,train
1712,Warm Ocean,train
1713,Warm Ocean,test
1714,Warm Ocean,val
1715,Warm Ocean,train
1716,Warm Ocean,val
1717,Warm Ocean,train
1718,Warm Ocean,train
1719,Warm Ocean,train
1720,Warm Ocean,train
1721,Lukewarm Ocean,train
1722,Lukewarm Ocean,train
1723,Lukewarm Ocean,train
1724,Lukewarm Ocean,train
1725,Lukewarm Ocean,train
1726,Lukewarm Ocean,test
1727,Lukewarm Ocean,train
1728,Lukewarm Ocean,train
1729,Lukewarm Ocean,test
1730,Lukewarm Ocean,train
1731,Lukewarm Ocean,train
1732,Lukewarm Ocean,train
1733,Lukewarm Ocean,train
1734,Lukewarm Ocean,train
1735,Lukewarm Ocean,train
1736,Lukewarm Ocean,train
1737,Lukewarm Ocean,train
1738,Lukewarm Ocean,train
1739,Lukewarm Ocean,train
1740,Lukewarm Ocean,test
1741,Lukewarm Ocean,train
1742,Lukewarm Ocean,val
1743,Lukewarm Ocean,train
1744,Lukewarm Ocean,train
1745,Lukewarm Ocean,val
1746,Lukewarm Ocean,train
1747,Lukewarm Ocean,train
1748,Lukewarm Ocean,train
1749,Lukewarm Ocean,train
1750,Lukewarm Ocean,train
1751,Lukewarm Ocean,train
1752,Lukewarm Ocean,train
1753,Lukewarm Ocean,train
1754,Lukewarm Ocean,train
1755,Lukewarm Ocean,train
1756,Lukewarm Ocean,val
1757,Lukewarm Ocean,train
1758,Lukewarm Ocean,train
1759,Lukewarm Ocean,test
1760,Lukewarm Ocean,val
1761,Cold Ocean,train
1762,Cold Ocean,train
1763,Cold Ocean,val
1764,Cold Ocean,train
1765,Cold Ocean,train
1766,Cold Ocean,train
1767,Cold Ocean,train
1768,Cold Ocean,train
1769,Cold Ocean,train
1770,Cold Ocean,test
1771,Cold Ocean,test
1772,Cold Ocean,test
1773,Cold Ocean,train
1774,Cold Ocean,train
1775,Cold Ocean,train
1776,Cold Ocean,train
1777,Cold Ocean,train
1778,Cold Ocean,train
1779,Cold Ocean,train
1780,Cold Ocean,train
1781,Cold Ocean,train
1782,Cold Ocean,train
1783,Cold Ocean,train
1784,Cold Ocean,val
1785,Cold Ocean,train
1786,Cold Ocean,train
1787,Cold Ocean,val
1788,Cold Ocean,train
1789,Cold Ocean,val
1790,Cold Ocean,train
1791,Cold Ocean,train
1792,Cold Ocean,train
1793,Cold Ocean,train
1794,Cold Ocean,train
1795,Cold Ocean,train
1796,Cold Ocean,train
1797,Cold Ocean,train
1798,Cold Ocean,train
1799,Cold Ocean,test
1800,Cold Ocean,train
1801,Deep Frozen Ocean,train
1802,Deep Frozen Ocean,train
1803,Deep Frozen Ocean,train
1804,Deep Frozen Ocean,train
1805,Deep Frozen Ocean,train
1806,Deep Frozen Ocean,val
1807,Deep Frozen Ocean,test
1808,Deep Frozen Ocean,val
1809,Deep Frozen Ocean,train
1810,Deep Frozen Ocean,train
1811,Deep Frozen Ocean,train
1812,Deep Frozen Ocean,train
1813,Deep Frozen Ocean,train
1814,Deep Frozen Ocean,train
1815,Deep Frozen Ocean,train
1816,Deep Frozen Ocean,train
1817,Deep Frozen Ocean,train
1818,Deep Frozen Ocean,train
1819,Deep Frozen Ocean,val
1820,Deep Frozen Ocean,train
1821,Deep Frozen Ocean,train
1822,Deep Frozen Ocean,train
1823,Deep Frozen Ocean,train
1824,Deep Frozen Ocean,test
1825,Deep Frozen Ocean,train
1826,Deep Frozen Ocean,train
1827,Deep Frozen Ocean,train
1828,Deep Frozen Ocean,train
1829,Deep Frozen Ocean,train
1830,Deep Frozen Ocean,train
1831,Deep Frozen Ocean,test
1832,Deep Frozen Ocean,train
1833,Deep Frozen Ocean,train
1834,Deep Frozen Ocean,val
1835,Deep Frozen Ocean,train
1836,Deep Frozen Ocean,test
1837,Deep Frozen Ocean,train
1838,Deep Frozen Ocean,train
1839,Deep Frozen Ocean,train
1840,Deep Frozen Ocean,train
